[2026-07-29 18:03:06] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.24, activeSessions: 4191, failedAuthentications: 4
[2026-07-30 06:59:03] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.75, activeSessions: 4200, failedAuthentications: 4
[2026-07-30 06:59:13] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.68, activeSessions: 4214, failedAuthentications: 4
[2026-07-30 06:59:23] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.78, activeSessions: 4198, failedAuthentications: 4
[2026-07-30 06:59:33] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.55, activeSessions: 4219, failedAuthentications: 4
[2026-07-30 06:59:43] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.68, activeSessions: 4200, failedAuthentications: 4
[2026-07-30 06:59:53] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.51, activeSessions: 4181, failedAuthentications: 4
[2026-07-30 07:00:03] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.38, activeSessions: 4209, failedAuthentications: 4
[2026-07-30 07:00:13] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.54, activeSessions: 4191, failedAuthentications: 4
[2026-07-30 07:00:23] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.14, activeSessions: 4199, failedAuthentications: 4
[2026-07-30 07:00:33] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.95, activeSessions: 4199, failedAuthentications: 4
[2026-07-30 07:00:43] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.31, activeSessions: 4184, failedAuthentications: 4
[2026-07-30 07:00:53] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.63, activeSessions: 4218, failedAuthentications: 4
[2026-07-30 07:01:03] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.22, activeSessions: 4214, failedAuthentications: 4
[2026-07-30 07:01:13] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.8, activeSessions: 4175, failedAuthentications: 4
[2026-07-30 07:01:23] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.36, activeSessions: 4193, failedAuthentications: 4
[2026-07-30 07:01:33] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.17, activeSessions: 4176, failedAuthentications: 4
[2026-07-30 07:01:43] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.46, activeSessions: 4218, failedAuthentications: 4
[2026-07-30 07:01:53] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.04, activeSessions: 4214, failedAuthentications: 4
[2026-07-30 07:02:03] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121, activeSessions: 4197, failedAuthentications: 4
[2026-07-30 07:02:13] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.37, activeSessions: 4183, failedAuthentications: 4
[2026-07-30 07:02:23] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.17, activeSessions: 4176, failedAuthentications: 4
[2026-07-30 07:02:33] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.59, activeSessions: 4219, failedAuthentications: 4
[2026-07-30 07:02:43] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.22, activeSessions: 4222, failedAuthentications: 4
[2026-07-30 07:02:53] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.87, activeSessions: 4222, failedAuthentications: 4
[2026-07-30 07:03:03] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.9, activeSessions: 4194, failedAuthentications: 4
[2026-07-30 07:03:13] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.43, activeSessions: 4222, failedAuthentications: 4
[2026-07-30 07:03:23] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.09, activeSessions: 4195, failedAuthentications: 4
[2026-07-30 07:03:33] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.16, activeSessions: 4186, failedAuthentications: 4
[2026-07-30 07:03:43] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.97, activeSessions: 4201, failedAuthentications: 4
[2026-07-30 07:03:53] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.29, activeSessions: 4175, failedAuthentications: 4
[2026-07-30 07:04:03] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.8, activeSessions: 4216, failedAuthentications: 4
[2026-07-30 07:04:13] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.48, activeSessions: 4192, failedAuthentications: 5
[2026-07-30 07:04:23] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.18, activeSessions: 4179, failedAuthentications: 4
[2026-07-30 07:04:33] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.52, activeSessions: 4202, failedAuthentications: 4
[2026-07-30 07:04:43] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.67, activeSessions: 4189, failedAuthentications: 4
[2026-07-30 07:04:53] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.73, activeSessions: 4220, failedAuthentications: 4
[2026-07-30 07:05:03] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.82, activeSessions: 4216, failedAuthentications: 4
[2026-07-30 07:05:13] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.82, activeSessions: 4193, failedAuthentications: 4
[2026-07-30 07:05:23] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.72, activeSessions: 4224, failedAuthentications: 4
[2026-07-30 07:05:33] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.23, activeSessions: 4193, failedAuthentications: 4
[2026-07-30 07:05:43] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.48, activeSessions: 4203, failedAuthentications: 4
[2026-07-30 07:05:53] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.57, activeSessions: 4201, failedAuthentications: 4
[2026-07-30 07:06:03] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.45, activeSessions: 4181, failedAuthentications: 4
[2026-07-30 07:15:53] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.35, activeSessions: 4196, failedAuthentications: 4
[2026-07-30 07:16:03] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.74, activeSessions: 4216, failedAuthentications: 4
[2026-07-30 07:16:13] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.84, activeSessions: 4212, failedAuthentications: 4
[2026-07-30 07:16:23] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.5, activeSessions: 4188, failedAuthentications: 4
[2026-07-30 07:16:33] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.6, activeSessions: 4212, failedAuthentications: 4
[2026-07-30 07:19:39] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.63, activeSessions: 4217, failedAuthentications: 4
[2026-07-30 07:19:49] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.09, activeSessions: 4188, failedAuthentications: 4
[2026-07-30 07:19:59] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.47, activeSessions: 4201, failedAuthentications: 4
[2026-07-30 07:20:10] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.3, activeSessions: 4195, failedAuthentications: 4
[2026-07-30 07:20:20] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.1, activeSessions: 4193, failedAuthentications: 4
[2026-07-30 07:20:30] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.27, activeSessions: 4196, failedAuthentications: 4
[2026-07-30 07:20:40] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.63, activeSessions: 4220, failedAuthentications: 4
[2026-07-30 07:20:49] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.9, activeSessions: 4200, failedAuthentications: 4
[2026-07-30 07:20:59] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.91, activeSessions: 4186, failedAuthentications: 4
[2026-07-30 07:21:09] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.95, activeSessions: 4210, failedAuthentications: 4
[2026-07-30 07:21:19] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.93, activeSessions: 4217, failedAuthentications: 4
[2026-07-30 07:21:29] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.16, activeSessions: 4218, failedAuthentications: 4
[2026-07-30 07:21:39] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.43, activeSessions: 4177, failedAuthentications: 4
[2026-07-30 07:21:49] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.65, activeSessions: 4201, failedAuthentications: 4
[2026-07-30 07:21:59] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.23, activeSessions: 4190, failedAuthentications: 4
[2026-07-30 07:22:09] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.05, activeSessions: 4177, failedAuthentications: 4
[2026-07-30 07:22:19] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.36, activeSessions: 4188, failedAuthentications: 4
[2026-07-30 07:22:29] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.86, activeSessions: 4187, failedAuthentications: 4
[2026-07-30 07:22:39] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.78, activeSessions: 4214, failedAuthentications: 4
[2026-07-30 07:22:49] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.93, activeSessions: 4202, failedAuthentications: 4
[2026-07-30 07:22:59] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.06, activeSessions: 4215, failedAuthentications: 4
[2026-07-30 07:23:09] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.05, activeSessions: 4175, failedAuthentications: 4
[2026-07-30 07:23:19] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.77, activeSessions: 4198, failedAuthentications: 4
[2026-07-30 07:23:29] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.23, activeSessions: 4182, failedAuthentications: 4
[2026-07-30 07:23:39] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 121.95, activeSessions: 4186, failedAuthentications: 4
[2026-07-30 07:23:50] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 119.49, activeSessions: 4191, failedAuthentications: 4
[2026-07-30 07:24:00] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.12, activeSessions: 4205, failedAuthentications: 4
[2026-07-30 07:24:10] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.55, activeSessions: 4183, failedAuthentications: 4
[2026-07-30 07:24:19] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 120.17, activeSessions: 4192, failedAuthentications: 4
[2026-07-30 07:24:30] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 118.38, activeSessions: 4218, failedAuthentications: 4
[2026-07-30 07:24:40] [INFO] [INFRA_SIMULATOR] sso_gateway | Status: Healthy | Metrics: authLatency: 122.61, activeSessions: 4207, failedAuthentications: 4
